sep=|
Open?|Time|Days of Week|Location|Dates|CRN|Subject|Course #|Section|Campus|Credits|Course Title|Seats Remaining|Waitlist Actual|Waitlist Remaining|Instructor(s)|
false|TBA| |TBA|Jan 22, 2014 - May 13, 2014|12221|ADS|3000|0|Q|3.000|ADMIN STUDIES INTERNSHI|0|0|0|Louis   Gesualdi (P)|
false|9:05 am - 10:30 am|MR|D'ANGELO CENTER 309|Jan 22, 2014 - May 13, 2014|11866|ADV|2100|0|Q|3.000|INTRO TO ADVERTISING COMM|0|0|0|John A.  Swan (P)|
false|7:10 pm - 10:00 pm|M|BENT HALL 101A|Jan 22, 2014 - May 13, 2014|11867|ADV|2100|0|Q|3.000|INTRO TO ADVERTISING COMM|27|0|0|Lewis S.  Goldman (P)|
false|1:50 pm - 3:15 pm|TF|DASILVA  ACADEMIC CENTER 108B|Jan 22, 2014 - May 13, 2014|11835|ADV|2301|0|S|3.000|ADVERTISING COYWRITNG I|14|0|0|Brian A  Morris (P)|
false|7:30 am - 8:55 am|MR|MARILLAC HALL 330|Jan 22, 2014 - May 13, 2014|11859|ADV|2301|0|Q|3.000|ADVERTISING COYWRITNG I|24|0|0|John A.  Swan (P)|
false|9:05 am - 10:30 am|MR|MARILLAC HALL 111A|Jan 22, 2014 - May 13, 2014|11860|ADV|2301|0|Q|3.000|ADVERTISING COYWRITNG I|12|0|0|George R.  Newall (P)|
false|10:40 am - 12:05 pm|MR|MARILLAC HALL 139|Jan 22, 2014 - May 13, 2014|16542|ADV|2400|0|Q|3.000|CREATIVE STRATEGY/CONSUMER RES|5|0|0|Kara S.  Alaimo (P)|
false|12:15 pm - 1:40 pm|MR|BENT HALL 449A|Jan 22, 2014 - May 13, 2014|15392|ADV|3200|0|Q|3.000|ADVERTISING RODUCTION|3|0|0|John   DiMarco (P)|
false|10:40 am - 12:05 pm|MR|MARILLAC HALL 334A|Jan 22, 2014 - May 13, 2014|11861|ADV|3301|0|Q|3.000|ADVERTISING COYWRITING II|15|0|0|George R.  Newall (P)|
false|3:25 pm - 4:50 pm|TF|DASILVA  ACADEMIC CENTER 209|Jan 22, 2014 - May 13, 2014|11834|ADV|3400|0|S|3.000|INTEGRATED ADV COMM|22|0|0|Brian A  Morris (P)|
false|3:25 pm - 4:50 pm|MR|MARILLAC HALL 101|Jan 22, 2014 - May 13, 2014|11870|ADV|3400|0|Q|3.000|INTEGRATED ADV COMM|25|0|0|Nicholas   Plakoris (P)|
false|6:30 pm - 9:25 pm|R|MARILLAC HALL 118|Jan 22, 2014 - May 13, 2014|11871|ADV|3400|0|Q|3.000|INTEGRATED ADV COMM|20|0|0|Nicholas   Plakoris (P)|
false|7:30 am - 8:55 am|MR|MARILLAC HALL 216|Jan 22, 2014 - May 13, 2014|11869|ADV|3401|0|Q|3.000|ADVERTISING MEDIA LANNING|19|0|0|Steven A.  Jarmon (P)|
false|12:15 pm - 1:40 pm|MR|SULLIVAN HALL 306|Jan 22, 2014 - May 13, 2014|12810|ADV|4402|0|Q|3.000|MODERN ADV ACCOUNT MGT|20|0|0|John A.  Swan (P)|
false|3:15 pm - 6:05 pm|M|BENT HALL 449A|Jan 22, 2014 - May 13, 2014|12126|ADV|4600|0|Q|3.000|ADVERTISING ORTFOLIO|2|0|0|John   DiMarco (P)|
false|10:40 am - 1:30 pm|W|MARILLAC HALL 316|Jan 22, 2014 - May 13, 2014|14160|ADV|4601|0|Q|3.000|SEMINAR IN ADV COMM|0|0|0|Steven A.  Jarmon (P)|
false|TBA| |TBA|Jan 22, 2014 - May 13, 2014|12127|ADV|5001|0|Q|3.000|ADVERTISING INTERNSHI|0|0|0|John A.  Swan (P)|
false|TBA| |TBA|Jan 22, 2014 - May 13, 2014|12128|ADV|5002|0|Q|3.000|ADVERTISING INTERNSHI|0|0|0|John A.  Swan (P)|
false|TBA| |TBA|Jan 22, 2014 - May 13, 2014|12129|ADV|5003|0|Q|3.000|ADVERTISING INTERNSHI|0|0|0|John A.  Swan (P)|
false|TBA| |TBA|Jan 22, 2014 - May 13, 2014|11821|ADV|5004|0|S|3.000|ADVERTISING INTERNSHI|0|0|0|Deborah E.  Greh (P)|
false|TBA| |TBA|Jan 22, 2014 - May 13, 2014|11884|ADV|5004|0|Q|3.000|ADVERTISING INTERNSHI|0|0|0|John A.  Swan (P)|
false|5:00 pm - 8:00 pm|T|LAW SCHOOL 2M-11|Jan 06, 2014 - May 13, 2014|12470|ALSK|1000|801|Q|3.000|RE-TRIAL ADVOCACY|20|0|10|William D.  Wall (P)|
false|6:25 pm - 9:25 pm|R|LAW SCHOOL 2M-11|Jan 06, 2014 - May 13, 2014|12469|ALSK|1000|802|Q|3.000|RE-TRIAL ADVOCACY|18|0|10|James M.  Wicks (P)|
false|8:35 pm - 10:35 pm|T|LAW SCHOOL 2-16|Jan 06, 2014 - May 13, 2014|13168|ALSK|1020|0|Q|2.000|ALTERNATIVE DISUTE RESOLUTION|48|0|20|Paul F.  Kirgis (P)|
false|9:00 am - 11:00 am|T|LAW SCHOOL 2-20|Jan 06, 2014 - May 13, 2014|13150|ALSK|1040|801|Q|2.000|LEGAL RESEARCH - ADVANCED|19|0|10|Martin   Cerjan (P)|
false|9:00 am - 12:00 pm|S|LAW SCHOOL 2-13|Jan 06, 2014 - May 13, 2014|12487|ALSK|1080|801|Q|3.000|TRIAL ADVOCACY - CRIMINAL|19|0|10|Michael F.  Vecchione (P)|
false|TBA| |TBA|Jan 06, 2014 - May 13, 2014|15553|ALSK|1087|0|Q|6.000|JUV DELINQ ROSEC RACTM ART1|0|0|0|Lawrence H.  Cunningham (P)|
false|TBA| |TBA|Jan 06, 2014 - May 13, 2014|15554|ALSK|1088|0|Q|2.000|JUV DELINQ ROSEC RACTM ART2|0|0|0|Lawrence H.  Cunningham (P)|
false|TBA| |TBA|Jan 06, 2014 - May 13, 2014|15555|ALSK|1089|0|Q|2.000|JUV DEL ROSE RACTM RAC WRTG|0|0|0|Lawrence H.  Cunningham (P)|
false|4:00 pm - 6:00 pm|T|LAW SCHOOL 2-26|Jan 06, 2014 - May 13, 2014|12438|ALSK|2010|801|Q|4.000|CONSUMR JUSTICE ELDER LIT CL|0|0|0|Ann L.  Goldweber (P), Gina M.  Calabrese |
false|TBA| |TBA|Jan 06, 2014 - May 13, 2014|14745|ALSK|2015|0|Q|2.000|EXTERNSHI LACEMENT|0|0|0|TBA|
false|3:30 pm - 5:30 pm|W|LAW SCHOOL 2-20|Jan 06, 2014 - May 13, 2014|15714|ALSK|2025|0|Q|2.000|EXTERNSHI SEMINAR|20|0|10|Kimathi   Gordon-Somers (P)|
false|6:25 pm - 8:25 pm|T|LAW SCHOOL 2-22|Jan 06, 2014 - May 13, 2014|14746|ALSK|2025|1|Q|2.000|EXTERNSHI SEMINAR|20|0|10|James A.  Conlon (P)|
false|6:25 pm - 8:25 pm|W|LAW SCHOOL 2-21|Jan 06, 2014 - May 13, 2014|14747|ALSK|2025|2|Q|2.000|EXTERNSHI SEMINAR|20|0|10|Sejal   Singh (P)|
false|6:25 pm - 8:25 pm|T|LAW SCHOOL 2-25|Jan 06, 2014 - May 13, 2014|15655|ALSK|2035|0|Q|1.000|EXTERNSHI SEMINAR - ADVANCED|19|0|10|Daniel   Chu (P)|
false|6:25 pm - 8:25 pm|W|LAW SCHOOL 2-25|Jan 06, 2014 - May 13, 2014|16500|ALSK|2035|0|Q|1.000|EXTERNSHI SEMINAR - ADVANCED|20|0|10|TBA|
false|10:00 am - 1:00 pm|F|LAW SCHOOL 2-25|Jan 06, 2014 - May 13, 2014|13605|ALSK|2050|0|Q|3.000|DRAFTING: LIT DOCS & CONTRACT|16|0|10|Robin A.  Boyle Laisure (P)|
false|11:10 am - 12:35 pm|MW|LAW SCHOOL 2-21|Jan 06, 2014 - May 13, 2014|13793|ALSK|2050|0|Q|3.000|DRAFTING: LIT DOCS & CONTRACT|16|0|10|Nicholas R.  Weiskopf (P)|
false|11:10 am - 1:10 pm~11:10 am - 1:10 pm~11:10 am - 1:10 pm~11:10 am - 1:10 pm~11:10 am - 1:10 pm|MW~M~W~W~W|LAW SCHOOL 3-07~LAW SCHOOL 2-13~LAW SCHOOL 2-13~LAW SCHOOL 2-13~LAW SCHOOL 2-13|Jan 06, 2014 - May 13, 2014~Jan 06, 2014 - May 13, 2014~Jan 08, 2014 - Jan 15, 2014~Jan 29, 2014 - Feb 12, 2014~Feb 26, 2014 - May 13, 2014|15785|ALSK|2065|0|Q|3.000|TRIAL ADVOCACY|20|0|10|Kimathi   Gordon-Somers (P)|
false|6:25 pm - 9:25 pm~6:25 pm - 9:25 pm~6:25 pm - 9:25 pm~6:25 pm - 9:25 pm|R~R~R~R|LAW SCHOOL 3-07~LAW SCHOOL 2-13~LAW SCHOOL 2-13~LAW SCHOOL 2-13|Jan 06, 2014 - May 13, 2014~Jan 09, 2014 - Jan 16, 2014~Jan 30, 2014 - Feb 13, 2014~Feb 27, 2014 - May 13, 2014|15786|ALSK|2065|P|Q|3.000|TRIAL ADVOCACY|11|0|10|Debra Lynn   Pomodore (P)|
false|5:10 pm - 7:10 pm~5:10 pm - 7:10 pm~5:10 pm - 7:10 pm~5:10 pm - 7:10 pm|W~W~W~W|LAW SCHOOL 3-07~LAW SCHOOL 2-13~LAW SCHOOL 2-13~LAW SCHOOL 2-13|Jan 06, 2014 - May 13, 2014~Jan 08, 2014 - Jan 15, 2014~Jan 29, 2014 - Feb 12, 2014~Feb 26, 2014 - Apr 25, 2014|12504|ALSK|2080|801|Q|4.000|ROSECUTION CLINIC - ART II|0|0|0|Scott E.  Kessler (P), Joseph   McCormack |
false|4:20 pm - 6:20 pm|T|LAW SCHOOL 2-21|Jan 06, 2014 - May 13, 2014|12434|ALSK|4030|801|Q|4.000|DOM VIOL LIT CLINIC- ARTII|0|0|0|Kim   Susser (P), Lisa   Rivera |
false|4:10 pm - 6:10 pm|T|LAW SCHOOL 3-44|Jan 06, 2014 - May 13, 2014|12475|ALSK|5020|801|Q|4.000|REFUGEE IMMIG RTS LIT CLIN-T2|0|0|0|Mark R.  von Sternberg (P), Charles M.  Russell |
false|4:10 pm - 6:10 pm|M|LAW SCHOOL 2-26|Jan 06, 2014 - May 13, 2014|12478|ALSK|5050|801|Q|4.000|SECURITIES ARBITRATION CLINIC|0|0|0|Christine   Lazaro (P), Francis J.  Facciolo |
false|1:20 pm - 3:20 pm|W|LAW SCHOOL 2-26|Jan 06, 2014 - May 13, 2014|12411|ALSK|5090|801|Q|4.000|CHILD ADVOCACY CLINIC|0|0|0|Jennifer   Baum (P)|
false|1:20 pm - 3:20 pm|W|LAW SCHOOL 2-22|Jan 06, 2014 - May 13, 2014|16222|ALSK|6040|0|Q|2.000|STREET LAW SEMINAR|0|0|0|Patricia M.  Montana (P)|
false|TBA| |TBA|Jan 06, 2014 - May 13, 2014|16221|ALSK|6050|0|Q|1.000|STREETLAW:LEGAL ED IN COMMUNTY|0|0|0|Patricia M.  Montana (P)|
false|4:00 pm - 6:00 pm|T|LAW SCHOOL 2-01C|Jan 06, 2014 - May 13, 2014|12957|ALSK|6060|801|Q|2.000|MEDIATION:RERESENTING CLIENTS|15|0|10|Elayne E.  Greenberg (P)|
false|8:35 pm - 10:35 pm|M|LAW SCHOOL 2M-08|Jan 06, 2014 - May 13, 2014|14714|ALSK|6070|0|Q|2.000|INT'L COMMERCIAL ARBITRATION|37|0|10|Nancy   Thevenin (P)|
false|6:25 pm - 8:25 pm|T|LAW SCHOOL 2-01C|Jan 06, 2014 - May 13, 2014|14712|ALSK|7020|0|Q|2.000|INTERVIEWING AND COUNSELING|17|0|10|Dianne O.  Woodburn (P), Kiera   LoBreglio |
false|11:10 am - 1:10 pm|T|LAW SCHOOL 2-25|Jan 06, 2014 - May 13, 2014|12985|ALSK|7080|801|Q|2.000|FACT-WRITNG & ERSUAS LEGL DOC|19|0|10|Elyse   Pepper (P)|
false|11:10 am - 1:10 pm|R|LAW SCHOOL 3-44|Jan 06, 2014 - May 13, 2014|12435|ALSK|8000|801|Q|2.000|DRAFTING: CONTRACTS|14|0|10|TBA|
false|8:35 pm - 10:35 pm|W|LAW SCHOOL 2-20|Jan 06, 2014 - May 13, 2014|13205|ALSK|8030|801|Q|2.000|DRAFTING: FEDERAL CRIM RAC|18|0|10|Joseph F.  Bianco (P)|
false|4:00 pm - 6:00 pm|W|LAW SCHOOL 2-26|Jan 06, 2014 - May 13, 2014|12540|ALSK|8040|801|Q|4.000|BREAD & LIFE IMMIGR CLINIC II|0|0|0|Sharone S.  Kaufman (P)|
false|5:30 pm - 7:30 pm~5:30 pm - 7:30 pm~5:30 pm - 7:30 pm|T~T~T|LAW SCHOOL 3-07~LAW SCHOOL 2-13~LAW SCHOOL 2-13|Jan 06, 2014 - May 13, 2014~Jan 07, 2014 - Jan 14, 2014~Jan 28, 2014 - Apr 25, 2014|13135|ALSK|8080|801|Q|4.000|CRIMINAL DEFENSE CLINIC T II|0|0|0|Charles S.  Bobis (P), Robert William  Moeller , Laura   Saft |
false|6:00 pm - 8:00 pm|R|LAW SCHOOL 2-26|Jan 06, 2014 - May 13, 2014|13718|ALSK|9000|0|Q|4.000|BANKRUTCY ADVOC. CLINIC-TII|0|0|0|William Z.  Kransdorf (P)|
false|3:00 pm - 5:00 pm|M|LAW SCHOOL 2M-11|Jan 06, 2014 - May 13, 2014|13719|ALSK|9020|0|Q|4.000|ECONOMIC JUSTICE CLINIC-T II|0|0|0|Christopher   Portelli (P)|
false|4:10 pm - 6:10 pm|M|LAW SCHOOL 2-20|Jan 06, 2014 - May 13, 2014|13820|ALSK|9050|0|Q|2.000|DRAFTING: ADR DOCUMENTS|20|0|10|Peter J.  Bernbaum (P)|
false|TBA| |TBA|Jan 06, 2014 - May 13, 2014|14623|ALSK|9080|0|Q|2.000|ADVANCED CLINIC RACTICE|0|0|0|TBA|
false|4:00 pm - 5:45 pm|W|ST. ALBERT HALL B75|Jan 22, 2014 - May 13, 2014|10423|ALH|1201|0|Q|2.000|INTRODUCTION TO HEALTH CARE|60|0|0|TBA|
false|1:30 pm - 3:25 pm|W|MARILLAC HALL 315|Jan 22, 2014 - May 13, 2014|10672|ALH|1201|0|Q|2.000|INTRODUCTION TO HEALTH CARE|59|0|0|TBA|
false|3:25 pm - 5:15 pm|T|ST. ALBERT HALL B70|Jan 22, 2014 - May 13, 2014|16412|ALH|1201|0|Q|2.000|INTRODUCTION TO HEALTH CARE|60|0|0|TBA|
false|8:00 am - 9:55 am|W|MARILLAC HALL 224A|Jan 22, 2014 - May 13, 2014|10054|ALH|2101|0|Q|2.000|INTRO TO MEDICAL TECHNOLOGY|11|0|0|TBA|
false|8:00 am - 5:00 pm|MTWRF|BARTILUCCI CENTER |Jan 22, 2014 - May 13, 2014|12083|ALH|3206|0|Q|4.000|CLINICAL MEDICINE 3|27|0|0|TBA|
false|8:00 am - 5:00 pm|MTWRF|BARTILUCCI CENTER |Jan 22, 2014 - May 13, 2014|12084|ALH|3207|0|Q|4.000|CLINICAL MEDICINE 4|27|0|0|TBA|
false|8:00 am - 5:00 pm|MTWRF|BARTILUCCI CENTER |Jan 22, 2014 - May 13, 2014|12085|ALH|3208|0|Q|1.000|CASE-ENHANCED FOCUSED HHD|27|0|0|TBA|
false|8:00 am - 5:00 pm|MTWRF|BARTILUCCI CENTER |Jan 22, 2014 - May 13, 2014|12086|ALH|3209|0|Q|2.000|EMERGENCY MEDICINE|27|0|0|TBA|
false|8:00 am - 5:00 pm|MTWRF|BARTILUCCI CENTER |Jan 22, 2014 - May 13, 2014|12087|ALH|3210|0|Q|2.000|GERIATRIC & EDIATRIC MEDICINE|27|0|0|TBA|
false|8:00 am - 5:00 pm|MTWRF|BARTILUCCI CENTER |Jan 22, 2014 - May 13, 2014|12088|ALH|3211|0|Q|2.000|GENERAL SURGERY|27|0|0|TBA|
false|1:30 pm - 3:00 pm|M|BARTILUCCI CENTER |Jan 22, 2014 - May 13, 2014|13000|ALH|4161|0|Q|3.000|CLINICAL BACTERIOLOGY II|8|0|0|TBA|
false|9:00 am - 10:00 am|M|BARTILUCCI CENTER |Jan 22, 2014 - May 13, 2014|13001|ALH|4162|0|Q|1.000|CLINICAL IMMUNOLOGY II|8|0|0|TBA|
false|2:30 pm - 4:00 pm|T|BARTILUCCI CENTER |Jan 22, 2014 - May 13, 2014|13002|ALH|4163|0|Q|2.000|CLINICAL IMMUNOHEMATOLOGY II|8|0|0|TBA|
false|3:00 pm - 4:30 pm|M|BARTILUCCI CENTER |Jan 22, 2014 - May 13, 2014|13003|ALH|4164|0|Q|2.000|CLINICAL HEMATOLOGY II|8|0|0|TBA|
false|11:00 am - 1:00 pm|M|BARTILUCCI CENTER |Jan 22, 2014 - May 13, 2014|13004|ALH|4165|0|Q|4.000|A,ANALY,LAB RAC CLIN CHE II|8|0|0|TBA|
false|8:00 am - 9:30 am|T|BARTILUCCI CENTER |Jan 22, 2014 - May 13, 2014|13005|ALH|4166|0|Q|2.000|URINALYSIS & BODY FLUIDS II|8|0|0|TBA|
false|10:00 am - 11:29 am|T|BARTILUCCI CENTER |Jan 22, 2014 - May 13, 2014|13006|ALH|4167|0|Q|2.000|MYCOLOGY & ARASITOLOGY II|8|0|0|TBA|
false|TBA| |TBA|Jan 22, 2014 - May 13, 2014|13007|ALH|4168|0|Q|1.000|CLINICAL ED,  MGT & RESEARCH|8|0|0|TBA|
false|TBA| |TBA|Jan 22, 2014 - Jun 30, 2014|12089|ALH|4201|0|Q|3.000|CLINICAL EMER MED ROTATION|80|0|0|TBA|
false|TBA| |TBA|Jan 22, 2014 - Jun 30, 2014|12090|ALH|4202|0|Q|3.000|CLIN OBSTETRICS/GYNECOLOGY RO|80|0|0|TBA|
false|TBA| |TBA|Jan 22, 2014 - Jun 30, 2014|12091|ALH|4203|0|Q|3.000|CLINICAL ORTHOEDICS ROTATION|80|0|0|TBA|
false|TBA| |TBA|Jan 22, 2014 - Jun 30, 2014|12092|ALH|4204|0|Q|3.000|CLINICAL EDIATRICS ROTATION|80|0|0|TBA|
false|TBA| |TBA|Jan 22, 2014 - Jun 30, 2014|12093|ALH|4205|0|Q|3.000|CLINICAL RIMARY CARE 1 ROTATI|80|0|0|TBA|
false|TBA| |TBA|Jan 22, 2014 - Jun 30, 2014|12094|ALH|4206|0|Q|3.000|CLINICAL ELECTIVE ROTATION|80|0|0|TBA|
false|TBA| |TBA|Jan 22, 2014 - Jun 30, 2014|12095|ALH|4207|0|Q|3.000|CLINICAL SURGICAL ROTATION|80|0|0|TBA|
false|TBA| |TBA|Jan 22, 2014 - Jun 30, 2014|12096|ALH|4208|0|Q|3.000|CLINICAL GERIATRICS ROTATION|80|0|0|TBA|
false|TBA| |TBA|Jan 22, 2014 - Jun 30, 2014|12097|ALH|4209|0|Q|3.000|CLINICAL RIMARY CARE 2 ROTATI|80|0|0|TBA|
false|TBA| |TBA|Jan 22, 2014 - Jun 30, 2014|12098|ALH|4210|0|Q|3.000|CLINICAL INTERNAL MED ROTATION|80|0|0|TBA|
false|8:00 am - 5:00 pm|MTWRF|BARTILUCCI CENTER |Jan 22, 2014 - Jun 30, 2014|12099|ALH|4211|0|Q|0.000|SENIOR COMETENCIES COMONENT|55|0|0|TBA|
false|TBA| |TBA|Jan 22, 2014 - May 13, 2014|14621|AADA|4001|0|O|0.000|AADA SEMESTER I|0|0|0|Richard R.  Thomas (P)|
false|TBA| |TBA|Jan 22, 2014 - May 13, 2014|14723|AADA|4002|0|O|0.000|AADA SEMESTER II|-2|0|0|Richard R.  Thomas (P)|
false|TBA| |TBA|Jan 22, 2014 - May 13, 2014|14724|AADA|4003|0|O|0.000|AADA SEMESTER III|0|0|0|Richard R.  Thomas (P)|
false|TBA| |TBA|Jan 22, 2014 - May 13, 2014|14725|AADA|4004|0|O|0.000|AADA SEMESTER IV|0|0|0|Richard R.  Thomas (P)|
false|9:05 am - 10:30 am|TF|TBA|Jan 22, 2014 - May 13, 2014|14497|GRA|1020C|0|O|3.000|ELEMENTARY ANCIENT GREEK II|0|0|0|TBA|
false|9:05 am - 10:30 am|TF|ST. AUGUSTINE HALL COMM|Jan 22, 2014 - May 13, 2014|16142|GRA|1020C|0|Q|3.000|ELEMENTARY ANCIENT GREEK II|12|0|0|TBA|
false|TBA| |TBA|Jan 22, 2014 - May 13, 2014|16141|GRA|4953|0|Q|3.000|INDEENDENT STUDY|0|0|0|TBA|
false|10:40 am - 12:05 pm|MR|MARILLAC HALL 308|Jan 22, 2014 - May 13, 2014|15267|ANT|1010C|0|Q|3.000|CORE:INTRO TO ANTHRO:CULTURAL|8|0|0|TBA|
false|10:00 am - 11:20 am|MW|LEONIANO 101S|Jan 20, 2014 - May 08, 2014|11918|ANT|1010C|R1|A|3.000|CORE: INTRO TO ANTHROOLOGY|20|0|0|TBA|
false|10:40 am - 12:05 pm|MR|SULLIVAN HALL 306|Jan 22, 2014 - May 13, 2014|16134|ANT|1120C|0|Q|3.000|HUMAN ECOLOGY|12|0|0|Barrett P.  Brenton (P)|
false|1:50 pm - 3:15 pm|TF|MARILLAC HALL 324|Jan 22, 2014 - May 13, 2014|14575|ANT|1155|0|Q|3.000|LANGUAGE & INTERCULTURAL COMM|3|0|0|Flora   Keshishian (P)|
false|12:15 pm - 1:40 pm|MR|MARILLAC HALL 432A|Jan 22, 2014 - May 13, 2014|15541|ANT|1155|0|Q|3.000|LANGUAGE & INTERCULTURAL COMM|3|0|0|Sanae   Elmoudden (P)|
false|10:40 am - 12:05 pm|TF|MARILLAC HALL 306|Jan 22, 2014 - May 13, 2014|15994|ANT|2445|0|Q|3.000|CARRIBEAN CULTURES|10|0|0|Anne   Galvin (P)|
false|7:30 am - 8:55 am|TF|MARILLAC HALL 226|Jan 22, 2014 - May 13, 2014|15987|ANT|2450|0|Q|3.000|AFRICAN CULTURES|31|0|0|Yusuf M.  Juwayeyi (P)|
false|1:50 pm - 3:15 pm|TF|MARILLAC HALL 226|Jan 22, 2014 - May 13, 2014|15993|ANT|2740|0|Q|3.000|ANTHROOLOGY OF RELIGION|3|0|0|Dejan   Trickovic (P)|
false|9:05 am - 10:30 am|MR|MARILLAC HALL 138A|Jan 22, 2014 - May 13, 2014|15265|ANT|4270|0|Q|3.000|MEASUREMENT, EVAL & RSRCH METH|24|0|0|TBA|
false|12:15 pm - 1:40 pm|TF|ST. JOHN HALL 447|Jan 22, 2014 - May 13, 2014|14474|ANT|4990|0|Q|3.000|ANTHROOLOGY SEMINAR|-4|0|0|Anne   Galvin (P)|
false|5:00 pm - 6:25 pm|MR|MARILLAC HALL 106|Jan 22, 2014 - May 13, 2014|11064|ARA|1010C|0|Q|3.000|CORE: ARABIC LEVEL I|15|0|0|TBA|
false|5:00 pm - 6:25 pm|TF|MARILLAC HALL 334A|Jan 22, 2014 - May 13, 2014|11168|ARA|1010C|0|Q|3.000|CORE: ARABIC LEVEL I|22|0|0|TBA|
false|7:10 pm - 8:35 pm|TF|MARILLAC HALL 136|Jan 22, 2014 - May 13, 2014|11221|ARA|1020C|0|Q|3.000|CORE:ARABIC LEVEL II|22|0|0|TBA|
false|7:10 pm - 8:35 pm|MR|MARILLAC HALL 306A|Jan 22, 2014 - May 13, 2014|12895|ARA|1020C|0|Q|3.000|CORE:ARABIC LEVEL II|19|0|0|TBA|
false|5:00 pm - 6:25 pm|MR|MARILLAC HALL 136|Jan 22, 2014 - May 13, 2014|14990|ARA|2030C|0|Q|3.000|ARABIC LEVEL III|22|0|0|TBA|
false|7:10 pm - 8:35 pm|MR|MARILLAC HALL 133A|Jan 22, 2014 - May 13, 2014|16534|ARA|3110|0|Q|3.000|ADVANCED ARABIC CONVERSATION|14|0|0|TBA|
false|TBA| |ST. JOHN'S UNIVERSITY ON-LINE|Jan 22, 2014 - May 13, 2014|14997|ART|1000C|0|D|3.000|THE CREATIVE ROCESS|9|0|0|Lucy   Bermingham (P)|
false|7:10 pm - 10:00 pm|T|MURRAY HALL 208|Jan 22, 2014 - May 13, 2014|16185|ART|1000C|0|M|3.000|THE CREATIVE ROCESS|25|0|0|TBA|
false|9:05 am - 10:30 am|MR|MARILLAC HALL 333|Jan 22, 2014 - May 13, 2014|10540|ART|1000C|100|Q|3.000|THE CREATIVE ROCESS|6|0|0|John T.  Legaspi (P)|
false|1:50 pm - 3:15 pm|TF|ST. JOHN HALL 312|Jan 22, 2014 - May 13, 2014|10541|ART|1000C|101|Q|3.000|THE CREATIVE ROCESS|16|0|0|James   Pavlicovic (P)|
false|9:05 am - 10:30 am|MR|ST. JOHN HALL 307|Jan 22, 2014 - May 13, 2014|11012|ART|1000C|103|Q|3.000|THE CREATIVE ROCESS|23|0|0|Jody B.  Cutler (P)|
false|3:25 pm - 4:50 pm|MR|MARILLAC HALL 306A|Jan 22, 2014 - May 13, 2014|10780|ART|1000C|106|Q|3.000|THE CREATIVE ROCESS|14|0|0|John A.  Tyson (P)|
false|3:25 pm - 4:50 pm|TF|MARILLAC HALL 306A|Jan 22, 2014 - May 13, 2014|10920|ART|1000C|108|Q|3.000|THE CREATIVE ROCESS|19|0|0|Victor Michael  Poast (P)|
false|1:50 pm - 4:40 pm|W|ST. JOHN HALL 305|Jan 22, 2014 - May 13, 2014|13694|ART|1000C|123|Q|3.000|THE CREATIVE ROCESS|23|0|0|Susan   Rosenberg (P)|
false|12:15 pm - 1:40 pm|TF|ST. JOHN HALL 312|Jan 22, 2014 - May 13, 2014|16145|ART|1000C|125|Q|3.000|THE CREATIVE ROCESS|18|0|0|Susan   Rosenberg (P)|
false|TBA| |ST. JOHN'S UNIVERSITY ON-LINE|Jan 22, 2014 - May 13, 2014|14010|ART|1000C|147|D|3.000|THE CREATIVE ROCESS|13|0|0|Liza R.  Papi (P)|
false|TBA| |ST. JOHN'S UNIVERSITY ON-LINE|Jan 22, 2014 - May 13, 2014|14011|ART|1000C|148|D|3.000|THE CREATIVE ROCESS|19|0|0|Lucy   Bermingham (P)|
false|7:30 am - 8:55 am|TF|ST. JOHN HALL 312|Jan 22, 2014 - May 13, 2014|11760|ART|1000C|151|Q|3.000|THE CREATIVE ROCESS|21|0|0|Anthony Charles  LoBalbo (P)|
false|7:10 pm - 10:00 pm|R|MARILLAC HALL 238|Jan 22, 2014 - May 13, 2014|12199|ART|1000C|153|Q|3.000|THE CREATIVE ROCESS|14|0|0|Liza R.  Papi (P)|
false|TBA| |ST. JOHN'S UNIVERSITY ON-LINE|Jan 22, 2014 - May 13, 2014|13702|ART|1000C|156|D|3.000|THE CREATIVE ROCESS|11|0|0|Louis   DiGena (P)|
false|10:40 am - 1:30 pm|W|ST. JOHN HALL 109B|Jan 22, 2014 - May 13, 2014|13223|ART|1000C|159|Q|3.000|THE CREATIVE ROCESS|18|0|0|TBA|
false|7:10 pm - 10:00 pm|M|MAHONEY HALL 105|Jan 22, 2014 - May 13, 2014|10632|ART|1000C|175|S|3.000|THE CREATIVE ROCESS|25|0|0|TBA|
false|TBA| |ST. JOHN'S UNIVERSITY ON-LINE|Jan 22, 2014 - May 13, 2014|14306|ART|1000C|189|D|3.000|THE CREATIVE ROCESS|23|0|0|Dan L.  Ault (P)|
false|9:05 am - 10:30 am|MR|ST. JOHN HALL MEZB|Jan 22, 2014 - May 13, 2014|13224|ART|1010|0|Q|3.000|CRAFTS AS VISUAL ARTS|9|0|0|Stephanie Navon  Jacobson (P)|
false|9:05 am - 10:30 am|TF|ST. JOHN HALL 310|Jan 22, 2014 - May 13, 2014|10306|ART|1030|0|Q|3.000|UNDERSTANDING ART|47|0|0|Mohammad P.  Mohsin (P)|
false|3:25 pm - 4:50 pm|MR|LAVELLE HALL 211|Jan 22, 2014 - May 13, 2014|16071|ART|1030|0|S|3.000|UNDERSTANDING ART|12|0|0|TBA|
